,0_RfR 0,1_RfR 0,2_RfR 0,3_RfR 0,4_RfR 0,EWS_DaysToThreat,A.1_DikeIncrease 0,A.2_DikeIncrease 0,A.3_DikeIncrease 0,A.4_DikeIncrease 0,A.5_DikeIncrease 0,A.1_Expected Annual Damage,A.1_Dike Investment Costs,A.1_Expected Number of Deaths,A.2_Expected Annual Damage,A.2_Dike Investment Costs,A.2_Expected Number of Deaths,A.3_Expected Annual Damage,A.3_Dike Investment Costs,A.3_Expected Number of Deaths,A.4_Expected Annual Damage,A.4_Dike Investment Costs,A.4_Expected Number of Deaths,A.5_Expected Annual Damage,A.5_Dike Investment Costs,A.5_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs
10,1,0,0,1,0,1,1,2,1,2,0,0.0,32694901.094161935,0.0,9688144.44872291,42818415.6714978,0.0037113004066775136,39318557.10358017,20299287.62732069,0.027928480475464607,0.0,7332080.219521779,0.0,35017991.57074932,0.0,0.01237598749051726,205800000.0,0.0
11,1,0,0,1,1,0,1,5,4,0,5,0.0,32694901.094161935,0.0,0.0,59410102.93073928,0.0,0.0,26403379.542306438,0.0,6616984.798093523,0.0,0.0013154661986374415,0.0,36676675.840294495,0.0,461900000.0,0.0
12,0,1,0,1,0,1,1,4,0,2,0,0.0,32694901.094161935,0.0,0.0,53358573.6002109,0.0,68192705.6240893,0.0,0.047981134041986784,0.0,7332080.219521779,0.0,6940826.899775941,0.0,0.0024477491548251175,339000000.0,0.0
13,0,0,0,0,0,1,2,2,2,2,1,0.0,37255203.23710208,0.0,12451693.657364324,42818415.6714978,0.004771841105303533,28538885.679984458,22167818.198803753,0.02044057545191559,1668251.7415756988,7332080.219521779,0.0003686319452826731,55608975.481890686,25037214.086173728,0.019977618266075494,0.0,0.0
14,0,0,0,1,0,0,3,1,4,0,4,0.0,42291505.65437629,0.0,20601292.348427992,38245121.951764055,0.007787036590065158,0.0,26403379.542306438,0.0,8536878.360100744,0.0,0.001661948229115917,0.0,33377116.55719709,0.0,121200000.0,0.0
15,0,0,0,1,1,1,5,1,2,1,3,0.0,53972506.18695759,0.0,20601292.348427992,38245121.951764055,0.007787036590065158,14421246.499649338,22167818.198803753,0.010278250453516002,0.0,6320800.309666242,0.0,0.0,30351526.042379983,0.0,377300000.0,0.0
16,0,0,0,0,0,1,2,4,5,6,6,0.0,37255203.23710208,0.0,0.0,53358573.6002109,0.0,0.0,28798397.130608946,0.0,0.0,12586457.998778107,0.0,0.0,40273672.383724004,0.0,0.0,0.0
17,0,0,0,0,0,0,4,2,1,0,4,0.0,47847947.961454235,0.0,12451693.657364324,42818415.6714978,0.004771841105303533,58965984.24865469,20299287.62732069,0.04184762371891803,15018975.951405428,0.0,0.002989936895252948,0.0,33377116.55719709,0.0,0.0,0.0
18,1,0,0,0,0,1,2,3,2,1,5,0.0,37255203.23710208,0.0,2096445.9949226007,47842699.56310011,0.0008178464672756857,28538885.679984458,22167818.198803753,0.02044057545191559,8622699.751627862,6320800.309666242,0.0018130340594034676,0.0,36676675.840294495,0.0,84600000.0,0.0
19,1,0,0,0,0,1,1,2,1,0,0,0.0,32694901.094161935,0.0,12451693.657364324,42818415.6714978,0.004771841105303533,58965984.24865469,20299287.62732069,0.04184762371891803,15018975.951405428,0.0,0.002989936895252948,50516534.79180038,0.0,0.01801541437115565,84600000.0,0.0
20,1,0,0,0,0,1,1,6,4,1,4,0.0,32694901.094161935,0.0,0.0,66045103.44010488,0.0,0.0,26403379.542306438,0.0,8892705.257928206,6320800.309666242,0.0019064975038920486,0.0,33377116.55719709,0.0,84600000.0,0.0
21,1,0,0,1,0,1,1,4,10,0,1,0.0,32694901.094161935,0.0,0.0,53358573.6002109,0.0,0.0,44215020.369581826,0.0,9504629.724604934,0.0,0.0019202596145985813,4044091.2348357127,25037214.086173728,0.0014442242916315024,205800000.0,0.0
22,1,0,1,1,0,0,1,6,2,5,0,0.0,32694901.094161935,0.0,0.0,66045103.44010488,0.0,3861672.4121995596,22167818.198803753,0.0027422293042197493,0.0,11068771.68625446,0.0,59888676.42594413,0.0,0.021334704899234277,236500000.0,0.0
23,0,0,0,0,1,1,1,4,0,1,2,20284101.620418157,32694901.094161935,0.005724424762255849,0.0,53358573.6002109,0.0,109411845.54280007,0.0,0.0766689191818088,0.0,6320800.309666242,0.0,0.0,27578229.96765524,0.0,256100000.00000003,0.0
24,1,0,1,0,0,0,1,2,3,7,3,0.0,32694901.094161935,0.0,7132228.762966712,42818415.6714978,0.002720956176187167,0.0,24198032.45136138,0.0,0.0,14261651.781499248,0.0,0.0,30351526.042379983,0.0,115300000.0,0.0
25,0,0,1,0,0,1,4,3,1,0,3,0.0,47847947.961454235,0.0,0.0,47842699.56310011,0.0,28018977.69753094,20299287.62732069,0.019780374839276194,15309836.589309987,0.0,0.0030906194237583723,0.0,30351526.042379983,0.0,30700000.0,0.0
26,1,0,0,0,0,1,0,5,4,6,4,0.0,0.0,0.0,0.0,59410102.93073928,0.0,0.0,26403379.542306438,0.0,0.0,12586457.998778107,0.0,0.0,33377116.55719709,0.0,84600000.0,0.0
27,1,0,1,0,1,0,0,2,0,2,0,0.0,0.0,0.0,7132228.762966712,42818415.6714978,0.002720956176187167,48248931.502551615,0.0,0.033783861774404456,600057.2478151885,7332080.219521779,0.00013103265278262554,112540919.50246216,0.0,0.04008127151357807,371400000.0,0.0
28,0,0,0,0,0,1,1,3,3,5,7,20284101.620418157,32694901.094161935,0.005724424762255849,2096445.9949226007,47842699.56310011,0.0008178464672756857,10720726.549784018,24198032.45136138,0.007726733416529177,0.0,11068771.68625446,0.0,0.0,44193513.54513965,0.0,0.0,0.0
29,0,0,1,0,0,0,7,4,0,0,0,0.0,68139002.95605196,0.0,0.0,53358573.6002109,0.0,57879069.78282064,0.0,0.04046741487341449,15018975.951405428,0.0,0.002989936895252948,50516534.79180038,0.0,0.01801541437115565,30700000.0,0.0
30,0,0,0,1,0,0,1,1,4,1,10,20284101.620418157,32694901.094161935,0.005724424762255849,20601292.348427992,38245121.951764055,0.007787036590065158,0.0,26403379.542306438,0.0,2048229.6624021514,6320800.309666242,0.0004239773154729421,0.0,58176627.77592012,0.0,121200000.0,0.0
31,1,0,0,1,0,1,1,3,3,0,1,0.0,32694901.0,0.0,2086088.3507769946,47842699.56310011,0.000810294018419514,3932800.440279181,24198032.45136138,0.0028325506097176827,9463788.701332666,0.0,0.0019061223373120265,4044091.2348357127,25037214.086173728,0.0014442242916315024,205800000.0,0.0
32,0,0,0,1,0,0,2,7,7,2,3,0.0,37255203.0,0.0,0.0,73315450.27094865,0.0,0.0,34221561.73832255,0.0,1665369.891383231,7332080.219521779,0.000367634381754511,0.0,30351526.042379983,0.0,121200000.0,0.0
33,1,0,1,0,0,1,2,2,0,5,0,0.0,37255203.0,0.0,7132228.762966712,42818415.6714978,0.002720956176187167,57879069.78282064,0.0,0.04046741487341449,0.0,11068771.68625446,0.0,101845645.2411229,0.0,0.036252936057789224,115300000.0,0.0
34,0,0,0,1,0,0,2,2,4,0,0,0.0,37255203.0,0.0,9688144.44872291,42818415.6714978,0.0037113004066775136,0.0,26403379.542306438,0.0,9328373.013116566,0.0,0.0018592476760064538,26091698.911717072,0.0,0.009225106395141616,121200000.0,0.0
35,0,0,0,1,0,1,2,1,1,0,5,0.0,37255203.0,0.0,20601292.348427992,38245121.951764055,0.007787036590065158,35385756.66330098,20299287.62732069,0.02509592986574692,8536878.360100744,0.0,0.001661948229115917,0.0,36676675.840294495,0.0,121200000.0,0.0
36,0,0,0,1,1,0,2,10,5,1,6,0.0,37255203.0,0.0,0.0,99525397.17141615,0.0,0.0,28798397.130608946,0.0,2663651.3780038613,6320800.309666242,0.0005603284378739787,0.0,40273672.383724004,0.0,377300000.0,0.0
37,0,0,0,0,0,0,6,1,4,1,1,0.0,60717312.0,0.0,20706713.81772187,38245121.951764055,0.00786390641142528,0.0,26403379.542306438,0.0,7885688.738316289,6320800.309666242,0.0016345943339490165,37684428.8929525,25037214.086173728,0.013513485132125169,0.0,0.0
38,1,0,1,0,0,0,1,1,3,3,3,0.0,32694901.0,0.0,20443160.144487157,38245121.951764055,0.00767173185802497,0.0,24198032.45136138,0.0,0.0,8453407.696608048,0.0,0.0,30351526.042379983,0.0,115300000.0,0.0
39,0,0,0,0,0,0,7,5,4,0,3,0.0,68139002.0,0.0,0.0,59410102.93073928,0.0,0.0,26403379.542306438,0.0,15579842.095610334,0.0,0.003184082868246954,0.0,30351526.042379983,0.0,0.0,0.0
40,0,0,1,0,0,0,1,3,3,5,5,20284101.620418157,32694901.094161935,0.005724424762255849,0.0,47842699.56310011,0.0,0.0,24198032.0,0.0,0.0,11068771.68625446,0.0,0.0,36676675.840294495,0.0,30700000.0,0.0
41,1,0,0,1,0,1,1,6,3,3,1,0.0,32694901.094161935,0.0,0.0,66045103.44010488,0.0,3932800.440279181,24198032.0,0.0028325506097176827,0.0,8453407.696608048,0.0,31281897.49399379,25037214.086173728,0.011218912092523257,205800000.0,0.0
42,0,1,1,1,1,0,1,2,3,1,6,0.0,32694901.094161935,0.0,5557724.958459344,42818415.6714978,0.0021165807868002416,0.0,24198032.0,0.0,1648190.5167092453,6320800.309666242,0.0003409830950736638,0.0,40273672.383724004,0.0,625800000.0,0.0
43,1,0,1,0,0,0,2,4,3,3,4,0.0,37255203.23710208,0.0,0.0,53358573.6002109,0.0,0.0,24198032.0,0.0,673619.2336772331,8453407.696608048,0.000156496417119487,0.0,33377116.55719709,0.0,115300000.0,0.0
44,0,0,0,0,0,0,2,4,2,3,3,0.0,37255203.23710208,0.0,0.0,53358573.6002109,0.0,28538885.679984458,22167818.0,0.02044057545191559,0.0,8453407.696608048,0.0,0.0,30351526.042379983,0.0,0.0,0.0
45,0,0,1,0,0,0,1,2,3,5,0,20284101.620418157,32694901.094161935,0.005724424762255849,7132228.762966712,42818415.6714978,0.002720956176187167,0.0,24198032.0,0.0,0.0,11068771.68625446,0.0,120528655.71767822,0.0,0.043154369796145224,30700000.0,0.0
46,0,0,1,0,0,0,3,2,2,4,4,0.0,42291505.65437629,0.0,7132228.762966712,42818415.6714978,0.002720956176187167,10527006.331223033,22167818.0,0.007480739488197774,0.0,9695195.36216505,0.0,0.0,33377116.55719709,0.0,30700000.0,0.0
47,0,0,0,0,0,0,2,5,4,7,3,0.0,37255203.23710208,0.0,0.0,59410102.93073928,0.0,0.0,26403379.0,0.0,0.0,14261651.781499248,0.0,15143371.157126456,30351526.042379983,0.005521989195574414,0.0,0.0
48,0,0,0,1,0,0,2,1,1,0,7,0.0,37255203.23710208,0.0,20601292.348427992,38245121.951764055,0.007787036590065158,35385756.66330098,20299287.0,0.02509592986574692,8536878.360100744,0.0,0.001661948229115917,0.0,44193513.54513965,0.0,121200000.0,0.0
49,0,1,1,1,0,0,3,2,2,6,4,0.0,42291505.65437629,0.0,5557724.958459344,42818415.6714978,0.0021165807868002416,3861672.4121995596,22167818.0,0.0027422293042197493,0.0,12586457.998778107,0.0,0.0,33377116.55719709,0.0,369700000.0,0.0
50,1,0,1,0,0,0,3,2,3,5,7,0.0,42291505.65437629,0.0,7132228.762966712,42818415.6714978,0.002720956176187167,0.0,24198032.0,0.0,0.0,11068771.68625446,0.0,0.0,44193513.54513965,0.0,115300000.0,0.0
51,0,0,1,0,0,0,4,6,3,5,4,0.0,47847947.961454235,0.0,0.0,66045103.44010488,0.0,0.0,24198032.0,0.0,0.0,11068771.68625446,0.0,0.0,33377116.55719709,0.0,30700000.0,0.0
52,0,0,0,0,0,1,7,4,4,0,3,0.0,68139002.95605196,0.0,0.0,53358573.6002109,0.0,0.0,26403379.0,0.0,15579842.095610334,0.0,0.003184082868246954,0.0,30351526.042379983,0.0,0.0,0.0
53,0,0,1,0,0,1,2,1,3,5,2,0.0,37255203.23710208,0.0,20443160.144487157,38245121.951764055,0.00767173185802497,0.0,24198032.0,0.0,0.0,11068771.68625446,0.0,0.0,27578229.96765524,0.0,30700000.0,0.0
54,1,0,1,0,0,1,5,2,1,5,1,0.0,53972506.18695759,0.0,7132228.762966712,42818415.6714978,0.002720956176187167,28018977.69753094,20299287.0,0.019780374839276194,0.0,11068771.68625446,0.0,55608975.481890686,25037214.086173728,0.019977618266075494,115300000.0,0.0
55,0,0,1,1,1,0,1,4,2,2,7,20284101.620418157,32694901.094161935,0.005724424762255849,0.0,53358573.6002109,0.0,3855206.2278286843,22167818.0,0.00273401827644721,0.0,7332080.219521779,0.0,0.0,44193513.54513965,0.0,408000000.0,0.0
56,0,0,1,0,0,0,5,5,2,3,0,0.0,53972506.18695759,0.0,0.0,59410102.93073928,0.0,10527006.331223033,22167818.0,0.007480739488197774,0.0,8453407.696608048,0.0,121219690.41881037,0.0,0.043420229546145245,30700000.0,0.0
57,0,0,1,0,0,1,1,2,0,5,2,20284101.620418157,32694901.094161935,0.005724424762255849,7132228.762966712,42818415.6714978,0.002720956176187167,57879069.78282064,0.0,0.04046741487341449,0.0,11068771.68625446,0.0,4804916.328224543,27578229.96765524,0.001736934294169307,30700000.0,0.0
58,0,0,1,1,1,0,2,1,0,1,6,0.0,37255203.23710208,0.0,14708782.249985807,38245121.951764055,0.005529496265798203,38528792.96704123,0.0,0.02692560538144691,560792.0927074593,6320800.309666242,0.00011744086832225771,0.0,40273672.383724004,0.0,408000000.0,0.0
59,0,0,1,1,1,0,2,4,2,2,6,0.0,37255203.23710208,0.0,0.0,53358573.6002109,0.0,3855206.2278286843,22167818.0,0.00273401827644721,0.0,7332080.219521779,0.0,0.0,40273672.383724004,0.0,408000000.0,0.0
60,0,0,0,0,0,0,1,3,4,5,4,20284101.620418157,32694901.094161935,0.005724424762255849,2096445.9949226007,47842699.56310011,0.0008178464672756857,0.0,26403379.0,0.0,0.0,11068771.68625446,0.0,0.0,33377116.55719709,0.0,0.0,0.0
61,0,1,0,1,0,0,1,3,7,2,3,0.0,32694901.094161935,0.0,2086088.3507769946,47842699.56310011,0.000810294018419514,0.0,34221561.0,0.0,1031015.812813727,7332080.219521779,0.00022472974909539185,0.0,30351526.042379983,0.0,339000000.0,0.0
62,0,0,1,1,1,0,1,0,0,3,0,20284101.620418157,32694901.094161935,0.005724424762255849,30182066.15061581,0.0,0.011145766675000855,25183637.19332458,0.0,0.017519581227060075,0.0,8453407.696608048,0.0,4272644.41812012,0.0,0.0015066259976331666,408000000.0,0.0
63,0,0,1,1,0,1,4,3,3,3,5,0.0,47847947.961454235,0.0,0.0,47842699.56310011,0.0,0.0,24198032.0,0.0,0.0,8453407.696608048,0.0,0.0,36676675.840294495,0.0,151900000.0,0.0
64,0,0,0,1,0,1,1,2,4,1,1,20284101.620418157,32694901.094161935,0.005724424762255849,9688144.44872291,42818415.6714978,0.0037113004066775136,0.0,26403379.0,0.0,4067968.656213191,6320800.309666242,0.0008476569210707515,14554285.902299177,25037214.086173728,0.005198350467042971,121200000.0,0.0
65,1,0,0,0,0,1,1,3,3,0,3,0.0,32694901.094161935,0.0,2096445.9949226007,47842699.56310011,0.0008178464672756857,10720726.549784018,24198032.0,0.007726733416529177,15475783.620945418,0.0,0.00314806262701679,0.0,30351526.042379983,0.0,84600000.0,0.0
66,0,0,0,0,0,0,3,7,4,7,4,0.0,42291505.65437629,0.0,0.0,73315450.27094865,0.0,0.0,26403379.0,0.0,0.0,14261651.781499248,0.0,0.0,33377116.55719709,0.0,0.0,0.0
67,0,0,0,0,0,0,1,2,5,2,0,20284101.620418157,32694901.094161935,0.005724424762255849,12451693.657364324,42818415.6714978,0.004771841105303533,0.0,28798397.130608946,0.0,1668251.7415756988,7332080.219521779,0.0003686319452826731,118251547.47113651,0.0,0.04227830463160755,0.0,0.0
68,0,0,1,0,0,0,2,1,0,3,2,0.0,37255203.23710208,0.0,20443160.144487157,38245121.951764055,0.00767173185802497,53991532.633137584,0.0,0.03769234145810457,0.0,8453407.696608048,0.0,0.0,27578229.96765524,0.0,30700000.0,0.0
69,0,0,1,0,0,0,1,1,1,0,5,20284101.620418157,32694901.094161935,0.005724424762255849,20443160.144487157,38245121.951764055,0.00767173185802497,24131440.54784787,20299287.62732069,0.01700530142396629,14572825.575998418,0.0,0.0029121796983039216,0.0,36676675.840294495,0.0,30700000.0,0.0
70,0,0,1,1,1,0,3,3,0,1,0,0.0,42291505.65437629,0.0,0.0,47842699.56310011,0.0,38528792.96704123,0.0,0.02692560538144691,560792.0927074593,6320800.309666242,0.00011744086832225771,35017991.57074932,0.0,0.01237598749051726,408000000.0,0.0
71,1,1,1,1,0,0,0,2,10,1,2,0.0,0.0,0.0,5557724.958459344,42818415.6714978,0.0021165807868002416,0.0,44215020.369581826,0.0,4140166.8930366407,6320800.309666242,0.0008726486184327152,0.0,27578229.96765524,0.0,454300000.0,0.0
72,0,0,0,1,0,1,1,2,2,6,1,20284101.620418157,32694901.094161935,0.005724424762255849,9688144.44872291,42818415.6714978,0.0037113004066775136,18378082.39356728,22167818.198803753,0.013141322274203544,0.0,12586457.998778107,0.0,14554285.902299177,25037214.086173728,0.005198350467042971,121200000.0,0.0
73,0,0,0,0,0,1,2,1,3,0,2,0.0,37255203.23710208,0.0,20706713.81772187,38245121.951764055,0.00786390641142528,6762061.372021335,24198032.45136138,0.004861338695721338,14572825.575998418,0.0,0.0029121796983039216,0.0,27578229.96765524,0.0,0.0,0.0
74,0,0,0,0,0,0,5,4,5,4,5,0.0,53972506.18695759,0.0,0.0,53358573.6002109,0.0,0.0,28798397.130608946,0.0,0.0,9695195.36216505,0.0,0.0,36676675.840294495,0.0,0.0,0.0
75,0,0,0,0,0,1,1,1,3,0,1,20284101.620418157,32694901.094161935,0.005724424762255849,20706713.81772187,38245121.951764055,0.00786390641142528,6762061.372021335,24198032.45136138,0.004861338695721338,14572825.575998418,0.0,0.0029121796983039216,16132262.361426637,25037214.086173728,0.005791514665519465,0.0,0.0
76,0,0,0,1,0,0,1,2,4,7,1,20284101.620418157,32694901.094161935,0.005724424762255849,9688144.44872291,42818415.6714978,0.0037113004066775136,0.0,26403379.542306438,0.0,0.0,14261651.781499248,0.0,14554285.902299177,25037214.086173728,0.005198350467042971,121200000.0,0.0
77,0,0,1,0,0,0,3,3,2,2,2,0.0,42291505.65437629,0.0,0.0,47842699.56310011,0.0,10527006.331223033,22167818.198803753,0.007480739488197774,2899158.615943506,7332080.219521779,0.000641850174083856,27544096.133822132,27578229.96765524,0.009973307204494337,30700000.0,0.0
78,1,0,0,0,0,0,0,3,7,4,3,0.0,0.0,0.0,2096445.9949226007,47842699.56310011,0.0008178464672756857,0.0,34221561.73832255,0.0,0.0,9695195.36216505,0.0,9299027.363245998,30351526.042379983,0.0033851590268423647,84600000.0,0.0
79,0,1,1,1,0,0,0,4,1,1,1,0.0,0.0,0.0,0.0,53358573.6002109,0.0,18042564.375461243,20299287.62732069,0.012715267648037147,4067968.656213191,6320800.309666242,0.0008476569210707515,14554285.902299177,25037214.086173728,0.005198350467042971,369700000.0,0.0
80,0,0,0,0,0,1,4,2,2,1,2,0.0,47847947.961454235,0.0,12451693.657364324,42818415.0,0.004771841105303533,28538885.679984458,22167818.198803753,0.02044057545191559,8622699.751627862,6320800.0,0.0018130340594034676,4804916.328224543,27578229.0,0.001736934294169307,0.0,0.0
81,0,0,1,1,1,0,2,3,3,2,7,0.0,37255203.23710208,0.0,0.0,47842699.0,0.0,0.0,24198032.45136138,0.0,601633.1159797289,7332080.0,0.0001315781456088126,0.0,44193513.0,0.0,408000000.0,0.0
82,0,1,0,0,0,1,1,4,4,5,4,0.0,32694901.094161935,0.0,0.0,53358573.0,0.0,0.0,26403379.542306438,0.0,0.0,11068771.0,0.0,0.0,33377116.0,0.0,217800000.0,0.0
83,0,0,1,0,1,0,4,2,4,1,0,0.0,47847947.961454235,0.0,7132228.762966712,42818415.0,0.002720956176187167,0.0,26403379.542306438,0.0,5695722.531065009,6320800.0,0.00119114247874772,119420618.58740313,0.0,0.04272807792691917,286800000.0,0.0
84,1,0,0,0,0,1,1,3,2,5,3,0.0,32694901.094161935,0.0,2096445.9949226007,47842699.0,0.0008178464672756857,28538885.679984458,22167818.198803753,0.02044057545191559,0.0,11068771.0,0.0,0.0,30351526.0,0.0,84600000.0,0.0
85,0,0,0,1,0,0,2,2,3,7,1,0.0,37255203.23710208,0.0,9688144.44872291,42818415.0,0.0037113004066775136,3932800.440279181,24198032.45136138,0.0028325506097176827,0.0,14261651.0,0.0,14554285.902299177,25037214.0,0.005198350467042971,121200000.0,0.0
86,0,0,1,0,0,1,1,3,0,9,2,20284101.620418157,32694901.094161935,0.005724424762255849,0.0,47842699.0,0.0,57879069.78282064,0.0,0.04046741487341449,0.0,18144080.0,0.0,4804916.328224543,27578229.0,0.001736934294169307,30700000.0,0.0
87,1,1,0,1,1,0,1,2,4,10,1,0.0,32694901.094161935,0.0,9688144.44872291,42818415.0,0.0037113004066775136,0.0,26403379.542306438,0.0,0.0,20384338.0,0.0,14554285.902299177,25037214.0,0.005198350467042971,679700000.0,0.0
88,0,0,0,0,0,0,2,2,3,3,3,0.0,37255203.23710208,0.0,12451693.657364324,42818415.0,0.004771841105303533,10720726.549784018,24198032.45136138,0.007726733416529177,0.0,8453407.0,0.0,0.0,30351526.0,0.0,0.0,0.0
89,0,0,0,0,0,0,2,7,5,2,3,0.0,37255203.23710208,0.0,0.0,73315450.0,0.0,0.0,28798397.130608946,0.0,3003217.0906084236,7332080.0,0.0006778704153140198,0.0,30351526.0,0.0,0.0,0.0
90,0,0,0,0,0,0,1,7,3,3,0,20284101.620418157,32694901.094161935,0.005724424762255849,0.0,73315450.0,0.0,10720726.549784018,24198032.45136138,0.007726733416529177,0.0,8453407.0,0.0,121219690.41881037,0.0,0.043420229546145245,0.0,0.0
91,1,0,1,1,1,0,6,4,3,1,4,0.0,60717312.84309486,0.0,0.0,53358573.0,0.0,0.0,24198032.45136138,0.0,2663651.3780038613,6320800.0,0.0005603284378739787,0.0,33377116.0,0.0,492600000.0,0.0
92,0,1,1,0,1,0,1,2,0,0,6,0.0,32694901.094161935,0.0,7132228.762966712,42818415.0,0.002720956176187167,48248931.502551615,0.0,0.033783861774404456,9976765.568804089,0.0,0.001948802856065536,0.0,40273672.0,0.0,504600000.0,0.0
93,1,0,1,0,0,0,3,3,4,1,8,0.0,42291505.65437629,0.0,0.0,47842699.0,0.0,0.0,26403379.542306438,0.0,8892705.257928206,6320800.0,0.0019064975038920486,0.0,48463701.0,0.0,115300000.0,0.0
94,0,0,0,1,0,0,0,1,1,6,2,182596742.0994866,0.0,0.05003029851911978,1987544.272173992,38245121.0,0.0007384389611048245,0.0,20299287.62732069,0.0,0.0,12586457.0,0.0,0.0,27578229.0,0.0,121200000.0,0.0
95,1,0,1,1,0,0,1,3,4,2,4,0.0,32694901.094161935,0.0,0.0,47842699.0,0.0,0.0,26403379.542306438,0.0,1665369.891383231,7332080.0,0.000367634381754511,0.0,33377116.0,0.0,236500000.0,0.0
96,1,0,0,0,1,1,0,7,1,0,5,0.0,0.0,0.0,0.0,73315450.0,0.0,58867173.84266979,20299287.62732069,0.04172215018750862,8700338.959180526,0.0,0.001703680960499394,0.0,36676675.0,0.0,340700000.0,0.0
97,0,0,1,1,0,0,5,2,2,3,6,0.0,53972506.18695759,0.0,5557724.958459344,42818415.0,0.0021165807868002416,3861672.4121995596,22167818.198803753,0.0027422293042197493,0.0,8453407.0,0.0,0.0,40273672.0,0.0,151900000.0,0.0
98,0,0,1,1,0,1,4,2,3,7,6,0.0,47847947.961454235,0.0,5557724.958459344,42818415.0,0.0021165807868002416,0.0,24198032.45136138,0.0,0.0,14261651.0,0.0,0.0,40273672.0,0.0,151900000.0,0.0
99,0,0,1,1,0,0,2,1,5,10,1,0.0,37255203.23710208,0.0,14708782.249985807,38245121.0,0.005529496265798203,0.0,28798397.130608946,0.0,0.0,20384338.0,0.0,4044091.2348357127,25037214.0,0.0014442242916315024,151900000.0,0.0
100,1,1,0,0,1,0,0,4,4,5,0,0.0,0.0,0.0,0.0,53358573.0,0.0,0.0,26403379.542306438,0.0,0.0,11068771.0,0.0,123883458.2042861,0.0,0.044445053098919746,558500000.0,0.0
