,0_RfR 0,1_RfR 0,2_RfR 0,3_RfR 0,4_RfR 0,EWS_DaysToThreat,A.1_DikeIncrease 0,A.2_DikeIncrease 0,A.3_DikeIncrease 0,A.4_DikeIncrease 0,A.5_DikeIncrease 0,A.1_Expected Annual Damage,A.1_Dike Investment Costs,A.1_Expected Number of Deaths,A.2_Expected Annual Damage,A.2_Dike Investment Costs,A.2_Expected Number of Deaths,A.3_Expected Annual Damage,A.3_Dike Investment Costs,A.3_Expected Number of Deaths,A.4_Expected Annual Damage,A.4_Dike Investment Costs,A.4_Expected Number of Deaths,A.5_Expected Annual Damage,A.5_Dike Investment Costs,A.5_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs
42,0,1,0,0,1,0,6,2,3,9,0,0.0,60717312.84309486,0.0,21153512.502827715,42818415.6714978,0.008090696642096995,11048139.10224695,24198032,0.007977242181082474,0.0,18144080.211109996,0.0,142489533.79735503,0.0,0.050731827666253435,473900000.0,0.0
43,0,0,1,1,1,1,3,10,9,4,8,0.0,42291505.65437629,0.0,0.0,99525397.17141615,0.0,0.0,40609051,0.0,0.0,9695195.36216505,0.0,0.0,48463701.69719181,0.0,408000000.0,0.0
44,1,0,1,0,0,1,5,3,8,4,6,0.0,53972506.18695759,0.0,2134881.7416412574,47842699.56310011,0.00029780730420823665,0.0,37285037,0.0,0.0,9695195.36216505,0.0,0.0,40273672.383724004,0.0,115300000.0,21.69326140629495
45,1,1,0,0,0,1,3,1,7,3,6,0.0,42291505.65437629,0.0,21153512.502827715,38245121.951764055,0.0029126507911549173,0.0,34221561,0.0,0.0,8453407.696608048,0.0,0.0,40273672.383724004,0.0,302400000.0,215.8449308215291
46,0,1,0,1,1,0,3,5,6,10,4,0.0,42291505.65437629,0.0,0.0,59410102.93073928,0.0,0.0,31398797,0.0,0.0,20384338.443195168,0.0,0.0,33377116.55719709,0.0,595100000.0,0.0
47,0,0,0,0,1,1,7,5,6,4,4,0.0,68139002.95605196,0.0,0.0,59410102.93073928,0.0,0.0,31398797,0.0,0.0,9695195.36216505,0.0,6164760.226391558,33377116.55719709,0.0008125836585501362,256100000.00000003,72.24761952410452
48,1,1,1,1,0,0,1,3,8,10,8,0.0,32694901.094161935,0.0,622353.9499746717,47842699.56310011,0.00024097599499466174,0.0,37285037,0.0,0.0,20384338.443195168,0.0,0.0,48463701.69719181,0.0,454300000.0,0.0
49,1,1,1,0,1,1,10,1,0,8,6,0.0,95107331.23784721,0.0,20886352.34992154,38245121.951764055,0.0028425212510170468,54580582.804495014,0,0.013742244823582623,0.0,16108916.742160894,0.0,0.0,40273672.383724004,0.0,589200000.0,675.1779030925991
50,0,0,0,0,0,0,6,6,8,2,5,0.0,60717312.84309486,0.0,0.0,66045103.44010488,0.0,0.0,37285037,0.0,6416915.3384650685,7332080.219521779,0.0014301063801080423,0.0,36676675.840294495,0.0,0.0,0.0
51,0,0,0,0,1,1,3,8,5,2,10,0.0,42291505.65437629,0.0,0.0,81277411.11097889,0.0,0.0,28798397,0.0,2478006.3589869305,7332080.219521779,0.00019897566248283421,0.0,58176627.77592012,0.0,256100000.00000003,29.930594892685875
52,1,0,1,1,1,1,3,5,1,6,7,0.0,42291505.65437629,0.0,0.0,59410102.93073928,0.0,21000501.56054508,20299287,0.005329421906234419,0.0,12586457.998778107,0.0,0.0,44193513.54513965,0.0,492600000.0,176.03595593722122
53,0,0,0,0,0,0,2,1,9,7,10,0.0,37255203.23710208,0.0,21153512.502827715,38245121.951764055,0.008090696642096995,0.0,40609051,0.0,0.0,14261651.781499248,0.0,0.0,58176627.77592012,0.0,0.0,0.0
54,0,0,1,1,0,0,4,8,4,7,4,0.0,47847947.961454235,0.0,0.0,81277411.11097889,0.0,0.0,26403379,0.0,0.0,14261651.781499248,0.0,0.0,33377116.55719709,0.0,151900000.0,0.0
55,0,0,1,0,1,1,2,7,9,6,4,0.0,37255203.23710208,0.0,0.0,73315450.27094865,0.0,0.0,40609051,0.0,0.0,12586457.998778107,0.0,6164760.226391558,33377116.55719709,0.0008125836585501362,286800000.0,72.24761952410452
56,1,1,0,0,0,1,7,4,5,6,0,0.0,68139002.95605196,0.0,0.0,53358573.6002109,0.0,0.0,28798397,0.0,0.0,12586457.998778107,0.0,152040963.37299672,0.0,0.019586347596198806,302400000.0,1816.9013560762914
57,0,0,1,0,0,0,5,1,2,7,9,0.0,53972506.18695759,0.0,20886352.34992154,38245121.951764055,0.00789589236393624,6866267.957603411,22167818,0.004885062641825829,0.0,14261651.781499248,0.0,0.0,53114002.716882035,0.0,30700000.0,0.0
58,1,1,0,1,0,1,10,8,1,3,8,0.0,95107331.23784721,0.0,0.0,81277411.11097889,0.0,40035743.93422569,20299287,0.010273732949874053,0.0,8453407.696608048,0.0,0.0,48463701.69719181,0.0,423600000.0,331.68271234336754
59,0,0,0,0,1,0,2,10,9,1,2,0.0,37255203.23710208,0.0,0.0,99525397.17141615,0.0,0.0,40609051,0.0,6079319.752216672,6320800.309666242,0.0013132463694835973,32008959.801196005,27578229.96765524,0.01158158863138929,256100000.00000003,0.0
60,1,1,0,0,0,0,0,10,3,1,8,0.0,0.0,0.0,0.0,99525397.17141615,0.0,11066244.394728838,24198032,0.008000233028678515,8567429.033395628,6320800.309666242,0.0018475734346458323,0.0,48463701.69719181,0.0,302400000.0,0.0
61,0,1,1,0,0,1,9,2,6,0,8,0.0,85264360.79025151,0.0,9275603.01175941,42818415.6714978,0.0012775392087283738,0.0,31398797,0.0,19164309.134516656,0.0,0.00137747555774469,0.0,48463701.69719181,0.0,248500000.0,348.84213963399
62,0,0,1,0,0,0,9,8,6,10,8,0.0,85264360.79025151,0.0,0.0,81277411.11097889,0.0,0.0,31398797,0.0,0.0,20384338.443195168,0.0,0.0,48463701.69719181,0.0,30700000.0,0.0
63,1,0,0,0,1,1,0,1,9,10,1,0.0,0.0,0.0,21153512.502827715,38245121.951764055,0.0029126507911549173,0.0,40609051,0.0,0.0,20384338.443195168,0.0,73385639.6376838,25037214.086173728,0.009451394311579838,340700000.0,1092.9905369094827
64,1,0,1,0,1,0,4,5,5,7,1,0.0,47847947.961454235,0.0,0.0,59410102.93073928,0.0,0.0,28798397,0.0,0.0,14261651.781499248,0.0,96208254.11809595,25037214.086173728,0.03472173917571643,371400000.0,0.0
65,1,1,0,1,1,1,8,6,4,9,3,0.0,76299088.11882158,0.0,0.0,66045103.44010488,0.0,0.0,26403379,0.0,0.0,18144080.211109996,0.0,1621119.7530901453,30351526.042379983,0.0002124937701867005,679700000.0,19.09030572967937
66,1,0,0,0,1,0,0,7,3,7,4,0.0,0.0,0.0,0.0,73315450.27094865,0.0,11048139.10224695,24198032,0.007977242181082474,0.0,14261651.781499248,0.0,0.0,33377116.55719709,0.0,340700000.0,0.0
67,1,0,1,1,0,0,8,3,9,0,10,0.0,76299088.11882158,0.0,622353.9499746717,47842699.56310011,0.00024097599499466174,0.0,40609051,0.0,11002287.622670904,0.0,0.00223420938275709,0.0,58176627.77592012,0.0,236500000.0,0.0
68,0,0,1,1,0,1,3,4,7,10,3,0.0,42291505.65437629,0.0,0.0,53358573.6002109,0.0,0.0,34221561,0.0,0.0,20384338.443195168,0.0,1621119.7530901453,30351526.042379983,0.0002124937701867005,151900000.0,19.09030572967937
69,1,1,1,1,1,1,7,8,4,4,7,0.0,68139002.95605196,0.0,0.0,81277411.11097889,0.0,0.0,26403379,0.0,0.0,9695195.36216505,0.0,0.0,44193513.54513965,0.0,710400000.0,0.0
70,0,1,0,1,0,0,8,8,6,2,5,0.0,76299088.11882158,0.0,0.0,81277411.11097889,0.0,0.0,31398797,0.0,1757848.4116602922,7332080.219521779,0.00039378375027864757,0.0,36676675.840294495,0.0,339000000.0,0.0
71,0,0,1,1,0,0,2,9,8,7,6,0.0,37255203.23710208,0.0,0.0,89992006.20155807,0.0,0.0,37285037,0.0,0.0,14261651.781499248,0.0,0.0,40273672.383724004,0.0,151900000.0,0.0
72,0,0,0,0,0,1,2,7,6,10,4,0.0,37255203.23710208,0.0,0.0,73315450.27094865,0.0,0.0,31398797,0.0,0.0,20384338.443195168,0.0,6164760.226391558,33377116.55719709,0.0008125836585501362,0.0,72.24761952410452
73,1,0,1,0,1,1,5,5,3,6,5,0.0,53972506.18695759,0.0,0.0,59410102.93073928,0.0,0.0,24198032,0.0,0.0,12586457.998778107,0.0,0.0,36676675.840294495,0.0,371400000.0,0.0
74,1,1,0,0,1,0,8,7,2,1,5,0.0,76299088.11882158,0.0,0.0,73315450.27094865,0.0,40235886.75986718,22167818,0.028792296702845693,3148420.478573216,6320800.309666242,0.0006689803955467234,0.0,36676675.840294495,0.0,558500000.0,0.0
75,1,1,0,0,1,1,3,1,6,9,5,0.0,42291505.65437629,0.0,21153512.502827715,38245121.951764055,0.0029126507911549173,0.0,31398797,0.0,0.0,18144080.211109996,0.0,0.0,36676675.840294495,0.0,558500000.0,215.8449308215291
76,0,1,1,0,0,1,9,1,5,2,9,0.0,85264360.79025151,0.0,20886352.34992154,38245121.951764055,0.0028425212510170468,0.0,28798397,0.0,1095939.9680537756,7332080.219521779,8.760628725152106e-05,0.0,53114002.716882035,0.0,248500000.0,227.19502853823502
77,0,0,0,0,1,1,4,4,5,4,6,0.0,47847947.961454235,0.0,0.0,53358573.6002109,0.0,0.0,28798397,0.0,0.0,9695195.36216505,0.0,0.0,40273672.383724004,0.0,256100000.00000003,0.0
78,1,0,0,1,1,1,8,8,0,3,2,0.0,76299088.11882158,0.0,0.0,81277411.11097889,0.0,78294389.70057322,0,0.019816182948901057,0.0,8453407.696608048,0.0,0.0,27578229.96765524,0.0,461900000.0,658.1279890946346
79,0,0,0,1,1,1,2,8,1,10,9,0.0,37255203.23710208,0.0,0.0,81277411.11097889,0.0,39969029.65901186,20299287,0.010243234995490586,0.0,20384338.443195168,0.0,0.0,53114002.716882035,0.0,377300000.0,331.5910151605213
80,0,0,0,1,0,0,7,5,4,4,8,0.0,68139002.95605196,0.0,0.0,59410102.93073928,0.0,0.0,26403379,0.0,0.0,9695195.36216505,0.0,0.0,48463701.69719181,0.0,121200000.0,0.0
81,1,0,1,1,1,1,1,8,10,10,3,0.0,32694901.094161935,0.0,0.0,81277411.11097889,0.0,0.0,44215020,0.0,0.0,20384338.443195168,0.0,1621119.7530901453,30351526.042379983,0.0002124937701867005,492600000.0,19.09030572967937
82,1,0,0,1,1,1,2,1,2,1,8,0.0,37255203.23710208,0.0,21046648.441665247,38245121.951764055,0.0028845989750997704,14564683.359922973,22167818,0.0037393913937585578,575991.2034635457,6320800.309666242,4.24493784460262e-05,0.0,48463701.69719181,0.0,461900000.0,343.1587496082337
83,1,0,1,1,1,0,2,5,8,10,10,0.0,37255203.23710208,0.0,0.0,59410102.93073928,0.0,0.0,37285037,0.0,0.0,20384338.443195168,0.0,0.0,58176627.77592012,0.0,492600000.0,0.0
84,0,1,1,1,1,0,1,5,2,0,0,0.0,32694901.094161935,0.0,0.0,59410102.93073928,0.0,3967639.921040828,22167818,0.0028201398902373254,5629429.820338745,0.0,0.0011575152392181605,55311525.411563694,0.0,0.019526791268923007,625800000.0,0.0
85,0,0,1,0,0,0,6,0,3,6,0,0.0,60717312.84309486,0.0,40655606.32828706,0.0,0.015051321717145825,0.0,24198032,0.0,0.0,12586457.998778107,0.0,75231754.51835415,0.0,0.02660898925030536,30700000.0,0.0
86,1,1,0,1,1,1,8,7,8,0,5,0.0,76299088.11882158,0.0,0.0,73315450.27094865,0.0,0.0,37285037,0.0,5674205.048718599,0.0,0.000422285168424335,0.0,36676675.840294495,0.0,679700000.0,73.2314971454147
87,1,0,0,0,0,0,2,5,8,4,3,0.0,37255203.23710208,0.0,0.0,59410102.93073928,0.0,0.0,37285037,0.0,0.0,9695195.36216505,0.0,22373252.002581567,30351526.042379983,0.008163419404222449,84600000.0,0.0
88,0,1,1,1,1,0,7,1,1,8,3,0.0,68139002.95605196,0.0,20779488.28875907,38245121.951764055,0.007817970652671943,19839867.96575583,20299287,0.013977297070771486,0.0,16108916.742160894,0.0,0.0,30351526.042379983,0.0,625800000.0,0.0
89,0,0,0,1,1,1,0,8,3,4,5,228638934.73293695,0.0,0.022484161748468873,0.0,81277411.11097889,0.0,0.0,24198032,0.0,0.0,9695195.36216505,0.0,0.0,36676675.840294495,0.0,377300000.0,571.7739423850503
